split	genre	dataset	year	sid	score	sentence1	sentence2
train	main-captions	MSRvid	2012test	0368	5.000	رجل يضع بعض الجبن على البيتزا.	رش الرجل الجبن على البيتزا.
train	main-captions	MSRvid	2012test	0369	5.000	الولد يعزف على البيانو.	صبي يعزف على البيانو.
train	main-captions	MSRvid	2012test	0371	3.750	كان الرجل يعزف على جيتاره.	رجل يعزف على الجيتار.
train	main-captions	MSRvid	2012test	0373	0.200	رجل يركب حصانا.	رجل يلعب بلوحة المفاتيح.
train	main-captions	MSRvid	2012test	0374	0.400	رجل يمشي على حبل.	رجل يركب موباد.
train	main-captions	MSRvid	2012test	0376	1.286	فتاة تعزف على الفلوت.	فرقة موسيقية تعزف على المسرح.
train	main-captions	MSRvid	2012test	0377	4.600	الناس ينزلون من القطار.	مجموعة من الناس ينزلون من القطار.
train	main-captions	MSRvid	2012test	0378	0.600	امرأة تقوم بالخياطة على الآلة.	امرأة تخبز بعض اللحم.
train	main-captions	MSRvid	2012test	0379	2.000	كلب ينظر إلى حمام السباحة.	كلب يتجول حول حمام السباحة.
train	main-captions	MSRvid	2012test	0380	5.000	رجل يدهن قطعة خبز بالزبدة.	رجل يضع الزبدة على الخبز.
train	main-captions	MSRvid	2012test	0382	1.800	رجل يقطع الطماطم إلى قطع.	امرأة تقطع بعض الخضار.
train	main-captions	MSRvid	2012test	0384	2.400	رقصت ثلاث فتيات مراهقات في الغرفة.	بعض الفتيات المراهقات يرقصن أمام الكاميرا.
train	main-captions	MSRvid	2012test	0385	2.400	أسد يمشي.	أسد يسير في قلم.
train	main-captions	MSRvid	2012test	0386	0.400	رجل يطلق النار على سيارة.	رجل يقطع البطاطس.
train	main-captions	MSRvid	2012test	0388	4.200	حصان أسود يركض.	الحصان يركض.
train	main-captions	MSRvid	2012test	0390	0.000	امرأة تستخرج الجمبري.	رجل يرقص تحت المطر.
train	main-captions	MSRvid	2012test	0391	0.000	رجل يركب حصانا.	امرأة تغسل الثلاجة.
train	main-captions	MSRvid	2012test	0393	0.800	رجل يسير في طريق .	رجل يمشي عبر حبل مشدود.
train	main-captions	MSRvid	2012test	0394	1.400	رجل يقطع البطاطس.	امرأة تقطع الهالبينو.
train	main-captions	MSRvid	2012test	0395	1.500	كلب ينبح على الكرة.	كلب يسبح خلف كرة التنس.
train	main-captions	MSRvid	2012test	0397	2.500	طفل يهرب من سمكة تتأرجح على عمود الصيد.	طفل صغير يركض حول عمود الصيد.
train	main-captions	MSRvid	2012test	0398	2.500	رجل يسير في طريق في البرية.	رجل يسير في الطريق.
train	main-captions	MSRvid	2012test	0399	3.500	رجل مسن يتحدث على المنصة.	رجل يلقي خطابا على المنصة.
train	main-captions	MSRvid	2012test	0401	3.400	رجل يركب حصانا في حركة بطيئة.	رجل يركب حصانا.
train	main-captions	MSRvid	2012test	0402	3.800	شخص يقطع بعض جبن البوراتا.	يقوم الشخص بتقطيع الجبن.
train	main-captions	MSRvid	2012test	0403	3.800	الرجل يطلق النار من بندقية آلية.	رجل يطلق النار من بندقية.
train	main-captions	MSRvid	2012test	0406	1.500	رجل يسحق الثوم بظهر السكين.	امرأة تقطع اللحم بالسكين.
train	main-captions	MSRvid	2012test	0407	0.500	امرأة تقوم ببرد أظافرها باستخدام لوح الصنفرة.	امرأة ترضع طفلها بالزجاجة.
train	main-captions	MSRvid	2012test	0408	0.000	رجل يركب لوح التزلج.	امرأة تقطع البطاطس.
train	main-captions	MSRvid	2012test	0409	0.000	امرأة تستحم.	رجل يركب حصانا أبيض.
train	main-captions	MSRvid	2012test	0410	0.800	رجل يرقص.	رجل يركب حصانا.
train	main-captions	MSRvid	2012test	0413	0.850	رجل يجدف بالقارب.	رجل يطلق النار من مسدس.
train	main-captions	MSRvid	2012test	0414	3.400	رجل يتأرجح من حبل متصل بالسقف.	رجل يتأرجح على الحبل.
train	main-captions	MSRvid	2012test	0415	0.400	امرأة تركب حصانًا على الشاطئ.	رجل يحمل رجلاً آخر على ظهره.
train	main-captions	MSRvid	2012test	0416	1.750	رجل يحمل حيوانًا صغيرًا بيد واحدة.	رجل يتباهى بقرد صغير.
train	main-captions	MSRvid	2012test	0417	3.250	يقوم شخص بطي قطعة ورق مربعة.	رجل يطوي الورق.
train	main-captions	MSRvid	2012test	0418	0.750	شخص يقلي اللحم في مقلاة.	شخص يحمل الظربان.
train	main-captions	MSRvid	2012test	0422	0.000	الشمبانزي يؤذي امرأة.	رجل يقود سيارة.
train	main-captions	MSRvid	2012test	0423	0.000	المرأة تقشر الجمبري.	الرجل يحمل الليمور.
train	main-captions	MSRvid	2012test	0427	4.250	يلعب اثنان من الحمير الوحشية.	الحمير الوحشية تتواصل اجتماعيًا.
train	main-captions	MSRvid	2012test	0428	1.800	امرأة تقطع الزبدة.	امرأة تقطع شرائح التوفو.
train	main-captions	MSRvid	2012test	0429	3.200	بعض الرجال يعزفون على القيثارات.	ثلاثة رجال يعزفون على الجيتار ويغنون معًا.
train	main-captions	MSRvid	2012test	0430	3.600	قامت الأفيال برش الماء على نفسها.	الفيلة ترش نفسها بالماء.
train	main-captions	MSRvid	2012test	0432	2.600	جلس كلب على طاولة أحد المتاجر.	الكلب يقف على المنضدة.
train	main-captions	MSRvid	2012test	0433	3.200	يقوم شخص ما بحفر ثقب في شريط من الخشب باستخدام مثقاب كهربائي.	رجل يحفر حفرة في قطعة من الخشب.
train	main-captions	MSRvid	2012test	0437	2.800	امرأة تقطع بعض الخضار.	المرأة تقطع الثوم.
train	main-captions	MSRvid	2012test	0438	4.600	الغرير يحفر حفرة.	الغرير يحفر الأرض.
train	main-captions	MSRvid	2012test	0439	0.000	امرأة تتزلج على الماء في البحيرة.	رجل يعزف على الناي.
train	main-captions	MSRvid	2012test	0440	0.250	فتاة تعزف على الكمان.	طفل يضحك ويضحك.
train	main-captions	MSRvid	2012test	0441	3.923	طائرة هليكوبتر تهبط على مهبط للطائرات.	هبطت طائرة هليكوبتر.
train	main-captions	MSRvid	2012test	0442	2.750	امرأة تقطع دجاجة.	امرأة تقطع اللحم.
train	main-captions	MSRvid	2012test	0443	0.000	امرأة تقطع خيارة.	رجل يعزف على الجيتار.
train	main-captions	MSRvid	2012test	0444	3.000	امرأة تركب فيلًا أمام حشد من الناس.	امرأة تركب فيلًا.
train	main-captions	MSRvid	2012test	0445	3.800	جرو ينزلق للخلف على طول الأرض.	جرو يدفع نفسه إلى الوراء.
train	main-captions	MSRvid	2012test	0447	4.600	امرأة تقسم فصوص الثوم.	امرأة تكسر رأس الثوم إلى فصوص.
train	main-captions	MSRvid	2012test	0448	2.600	كلب ينظر إلى حمام السباحة.	كلب يمشي على طول حافة حوض السباحة.
train	main-captions	MSRvid	2012test	0449	3.600	امرأة تخلط علاجات التجميل في كوب.	امرأة تخلط كريمًا في كوب بملعقة.
train	main-captions	MSRvid	2012test	0450	3.600	رجل يرسم صورة.	شخص يرسم.
train	main-captions	MSRvid	2012test	0455	1.000	امرأة تقطف الطماطم.	امرأة تصب الخليط في وعاء.
train	main-captions	MSRvid	2012test	0456	2.750	رجل ينظر إلى شاشة الكمبيوتر.	رجل يستخدم جهاز كمبيوتر محمول.
train	main-captions	MSRvid	2012test	0457	1.250	الصبي يركب دراجة ثلاثية العجلات.	امرأة تركب دراجة مائية.
train	main-captions	MSRvid	2012test	0458	2.750	رجلان يتنافسان في سباق دحرجة الإطارات.	قام شخصان بقلب إطارات الجرار في السباق.
train	main-captions	MSRvid	2012test	0460	0.000	شخص يقطع لحم .	شخص يركب ثورًا ميكانيكيًا
train	main-captions	MSRvid	2012test	0461	0.000	رجل يعزف على الكمان.	امرأة تستخدم ماكينة الخياطة.
train	main-captions	MSRvid	2012test	0466	2.400	زحف الطفل عبر المدخل.	طفل يزحف على الأرض.
train	main-captions	MSRvid	2012test	0467	2.200	رجل يلعب لوحة المفاتيح.	شخص يعزف على البيانو.
train	main-captions	MSRvid	2012test	0469	0.200	رجل يشم رائحة قطعتين من البيتزا.	امرأة تطعم رجلا.
train	main-captions	MSRvid	2012test	0471	2.800	قرد يسحب ذيل كلب.	قرد يضايق كلبًا في حديقة الحيوان.
train	main-captions	MSRvid	2012test	0472	4.000	كلب يرقد على ظهره على أرضية خشبية.	كلب ملقى على الأرض.
train	main-captions	MSRvid	2012test	0474	0.000	امرأة تقلي شيئًا ما في المقلاة.	رجل يعزف على جيتاره.
train	main-captions	MSRvid	2012test	0476	5.000	رجل يضع التوابل في وعاء من الماء.	أضاف الرجل التوابل إلى الماء في وعاء.
train	main-captions	MSRvid	2012test	0477	0.000	امرأة مسنة تصب الزيت في مقلاة.	رجل مقيد يضع في الماء.
train	main-captions	MSRvid	2012test	0479	3.200	امرأة تقطع البصل.	امرأة تقطع جزئيًا نصف بصلة.
train	main-captions	MSRvid	2012test	0480	3.500	التقطت المرأة الكنغر.	امرأة تحمل الكنغر.
train	main-captions	MSRvid	2012test	0481	1.750	كلب يعض على علبة.	كلب يفتح علبة طعام.
train	main-captions	MSRvid	2012test	0482	1.250	امرأة تخدع سمكة.	رجل يصطاد سمكة.
train	main-captions	MSRvid	2012test	0483	0.833	رجل يجز العشب.	رجل يكسر الخرسانة.
train	main-captions	MSRvid	2012test	0484	0.000	قطة تشاهد التلفاز.	رجل يقطع إجازة.
train	main-captions	MSRvid	2012test	0485	3.750	الصبي عالق في باب بيت الكلب.	طفل عالق في بيت الكلب.
train	main-captions	MSRvid	2012test	0486	2.750	الناس ينقلبون إلى حوض السباحة.	الرجال يسقطون في بركة.
train	main-captions	MSRvid	2012test	0489	3.800	امرأة تسبح تحت الماء.	امرأة تسبح.
train	main-captions	MSRvid	2012test	0490	0.200	رجل يعزف على الجيتار.	امرأة ترقص.
train	main-captions	MSRvid	2012test	0492	3.400	طائرة تحلق في الهواء.	طائرة تابعة للخطوط الجوية الجنوب أفريقية تحلق في سماء زرقاء.
train	main-captions	MSRvid	2012test	0493	1.400	الدب يهرب من كلبين.	الدب يقاتل الذئاب.
train	main-captions	MSRvid	2012test	0494	3.800	امرأة تستريح في طوف عائم.	امرأة تسترخي في أنبوب داخلي.
train	main-captions	MSRvid	2012test	0496	0.400	رجل يموت في غرفة العمليات.	رجل يقبل امرأة على المسرح.
train	main-captions	MSRvid	2012test	0497	0.000	رجل يحمل ورقة.	امرأة تشاهد التلفاز.
train	main-captions	MSRvid	2012test	0498	0.000	شخص يركب حصان.	امرأة تقطع البطاطس.
train	main-captions	MSRvid	2012test	0499	0.000	امرأة تقطع الأخطبوط.	رجل يعزف على الجيتار.
train	main-captions	MSRvid	2012test	0500	0.200	رجل يكسر أباريق الماء.	امرأة تقشر الثوم.
train	main-captions	MSRvid	2012test	0501	0.000	رجل يعزف على الجيتار.	امرأة تقطع الخضار.
train	main-captions	MSRvid	2012test	0502	0.000	فتاة تأكل كب كيك.	رجل يقطع خيارة.
train	main-captions	MSRvid	2012test	0503	3.800	كانت الفتاة الصغيرة تلعب على العشب مع كلب وكرة.	طفل يلعب مع كلب وكرة.
train	main-captions	MSRvid	2012test	0505	2.250	يركب الناس ويجدفون طوفًا.	أربعة أشخاص يطفوون على طوف.
train	main-captions	MSRvid	2012test	0508	2.400	قطعت السيدة حبة بطاطس.	رجل يقطع البطاطس.
train	main-captions	MSRvid	2012test	0510	3.200	انفجر الصاروخ.	انفجر صاروخ.
train	main-captions	MSRvid	2012test	0511	1.600	كلب يلعب في الثلج.	كلب يخدش ذبابة في السجادة أمامها.
train	main-captions	MSRvid	2012test	0512	0.400	امرأة ترقص مع نساء أخريات.	امرأة تمزيق الدجاج.
train	main-captions	MSRvid	2012test	0513	0.000	صبي يدفع شاحنة.	شخص يقطع الطماطم.
train	main-captions	MSRvid	2012test	0515	0.400	صبي يقوم ببعض خطوات الرقص.	صبي يصب شيئا من جرة.
